,title,related_title
5149,It's time to question bio-engineering,The potential of regenerative medicine
5150,It's time to question bio-engineering,Ethical riddles in HIV research
5151,It's time to question bio-engineering,How early life experience is written into DNA
5152,It's time to question bio-engineering,A monkey economy as irrational as ours
5153,It's time to question bio-engineering,Brain-to-brain communication has arrived. How we did it
5154,Human exoskeletons -- for war and healing,My 12 pairs of legs
5155,Human exoskeletons -- for war and healing,"Luke, a new prosthetic arm for soldiers"
5156,Human exoskeletons -- for war and healing,The cheap all-terrain wheelchair
5157,Human exoskeletons -- for war and healing,Deep sea diving ... in a wheelchair
5158,Human exoskeletons -- for war and healing,A broken body isn't a broken person
5159,Human exoskeletons -- for war and healing,The paralyzed rat that walked
5160,Singing the primal mystery,How to truly listen
5161,Singing the primal mystery,The unexpected beauty of everyday sounds
5162,Singing the primal mystery,Hypnotic South Asian improv music
5163,Singing the primal mystery,"Synthetic voices, as unique as fingerprints"
5164,Singing the primal mystery,The polyphonic me
5165,Singing the primal mystery,"A virtual choir 2,000 voices strong"
5166,Don't insist on English!,The world's English mania
5167,Don't insist on English!,Don't kill your language
5168,Don't insist on English!,Txtng is killing language. JK!!!
5169,Don't insist on English!,4 reasons to learn a new language
5170,Don't insist on English!,3 ways to speak English
5171,Don't insist on English!,Could your language affect your ability to save money?
5172,"Cracking Stuxnet, a 21st-century cyber weapon",A prediction for the future of Iran
5173,"Cracking Stuxnet, a 21st-century cyber weapon",Military robots and the future of war
5174,"Cracking Stuxnet, a 21st-century cyber weapon",How to survive a nuclear attack
5175,"Cracking Stuxnet, a 21st-century cyber weapon",How cyberattacks threaten real-world peace
5176,"Cracking Stuxnet, a 21st-century cyber weapon",The world doesn't need more nuclear weapons
5177,"Cracking Stuxnet, a 21st-century cyber weapon",The 1s and 0s behind cyber warfare
5178,The genius puppetry behind War Horse,Glorious visions in animation and performance
5179,The genius puppetry behind War Horse,Life lessons from big cats
5180,The genius puppetry behind War Horse,"In the Internet age, dance evolves ..."
5181,The genius puppetry behind War Horse,The electricity metaphor for the web's future
5182,The genius puppetry behind War Horse,My 12 pairs of legs
5183,The genius puppetry behind War Horse,Hold your breath for micro-sculpture
5184,Google's driverless car,Robots that fly ... and cooperate
5185,Google's driverless car,"The future race car -- 150mph, and no driver"
5186,Google's driverless car,Military robots and the future of war
5187,Google's driverless car,How a driverless car sees the road
5188,Google's driverless car,"If cars could talk, accidents might be avoidable"
5189,Google's driverless car,Uber's plan to get more people into fewer cars
5190,"A virtual choir 2,000 voices strong",How web video powers global innovation
5191,"A virtual choir 2,000 voices strong",A full-band beatbox
5192,"A virtual choir 2,000 voices strong",How to engineer a viral music video
5193,"A virtual choir 2,000 voices strong",Virtual Choir Live
5194,"A virtual choir 2,000 voices strong",Singing the primal mystery
5195,"A virtual choir 2,000 voices strong",How YouTube thinks about copyright
5196,Hands-on science with squishy circuits,The call to learn
5197,Hands-on science with squishy circuits,The art and craft of bread
5198,Hands-on science with squishy circuits,Play is more than just fun
5199,Hands-on science with squishy circuits,"A manifesto for play, for Bulgaria and beyond"
5200,Hands-on science with squishy circuits,A plug for smart power outlets
5201,Hands-on science with squishy circuits,"Hack a banana, make a keyboard!"
5202,"Listen, learn ... then lead",Let's rethink America's military strategy
5203,"Listen, learn ... then lead",Why good leaders make you feel safe
5204,"Listen, learn ... then lead",What it takes to be a great leader
5205,"Listen, learn ... then lead",Everyday leadership
5206,"Listen, learn ... then lead",How to talk to veterans about the war
5207,"Listen, learn ... then lead",How to start a movement
5208,Everyday compassion at Google,Let's revive the Golden Rule
5209,Everyday compassion at Google,Reconnecting with compassion
5210,Everyday compassion at Google,My wish: The Charter for Compassion
5211,Everyday compassion at Google,Compassion and the true meaning of empathy
5212,Everyday compassion at Google,The profound journey of compassion
5213,Everyday compassion at Google,Expanding your circle of compassion
5214,The greatest TED Talk ever sold,My journey into movies that matter
5215,The greatest TED Talk ever sold,The mystery box
5216,The greatest TED Talk ever sold,3 ways to (usefully) lose control of your brand
5217,The greatest TED Talk ever sold,"A tour of Nollywood, Nigeria's booming film industry"
5218,The greatest TED Talk ever sold,The data behind Hollywood's sexism
5219,The greatest TED Talk ever sold,My wish: A global day of film
5220,The invention that unlocked a locked-in artist,Inventing instruments that unlock new music
5221,The invention that unlocked a locked-in artist,Simplicity sells
5222,The invention that unlocked a locked-in artist,The mystery box
5223,The invention that unlocked a locked-in artist,Art that looks back at you
5224,The invention that unlocked a locked-in artist,"Hack a banana, make a keyboard!"
5225,The invention that unlocked a locked-in artist,Pop an ollie and innovate!
5226,Looking past limits,Remember to say thank you
5227,Looking past limits,Letting go of God
5228,Looking past limits,12 truths I learned from life and writing
5229,Looking past limits,A life of purpose
5230,Looking past limits,The council of dads
5231,Looking past limits,"On tennis, love and motherhood"
5232,A song inspired by the ocean,My wish: Protect our oceans
5233,A song inspired by the ocean,Tough truths about plastic pollution
5234,A song inspired by the ocean,Hooked by an octopus
5235,A song inspired by the ocean,Seas of plastic
5236,A song inspired by the ocean,We can recycle plastic
5237,A song inspired by the ocean,The economic injustice of plastic
5238,The history of our world in 18 minutes,The surprising decline in violence
5239,The history of our world in 18 minutes,Technology's epic story
5240,The history of our world in 18 minutes,Computing a theory of all knowledge
5241,The history of our world in 18 minutes,Is this our final century?
5242,The history of our world in 18 minutes,Chemical scum that dream of distant quasars
5243,The history of our world in 18 minutes,Questioning the universe
5244,The antidote to apathy,Why mayors should rule the world
5245,The antidote to apathy,What adults can learn from kids
5246,The antidote to apathy,"Beware online ""filter bubbles"""
5247,The antidote to apathy,How our friendship survives our opposing politics
5248,The antidote to apathy,Immigrant voices make democracy stronger
5249,The antidote to apathy,There's no such thing as not voting
5250,Remaking my voice,"Synthetic voices, as unique as fingerprints"
5251,Remaking my voice,The voices in my head
5252,Remaking my voice,"Why I keep speaking up, even when people mock my accent"
5253,Remaking my voice,How to speak so that people want to listen
